Routine Check-Up (Comprehensive Eval if Applicable - D0150 Or D0180)	D0120	1	28	FALSE
Four Bitewing X-Rays (If Applicable - D0270, D0272, or D0273)	D0274	1	36	FALSE
Adult Teeth Cleaning	D1110	1	53	FALSE
Child Teeth Cleaning	D1120	1	39	FALSE
Topical Fluoride Varnish (Age 14 and Under)	D1206	1	27	FALSE
Orthodontics	-	0	90	TRUE
All Other Procedures Not Listed	-	0	80	TRUE
Limited Exam (Problem-Focused)	D0140	0	39	FALSE
Oral Evaluation For A Patient Under Three Years Of Age And Counseling With Primary Caregiver	D0145	0	30	FALSE
Comprehensive Oral Evaluation - New Or Established Patient	D0150	0	41	FALSE
Detailed And Extensive Oral Evaluation - Problem Focused, By Report	D0160	0	57	FALSE
Re-Evaluation - Limited, Problem Focused (Established Patient; Not Post-Operative Visit)	D0170	0	36	FALSE
Comprehensive Periodontal Evaluation - New Or Established Patient	D0180	0	44	FALSE
Full Mouth X-Rays	D0210	0	85	FALSE
Intraoral - Periapical 1st Image	D0220	0	17	FALSE
Intraoral - Periapical Each Additional Radiographic Image	D0230	0	12	FALSE
Intraoral - Occlusal Radiographic Image	D0240	0	25	FALSE
Extra-Oral – 2D Projection Radiographic Image Created Using A Stationary Radiation Source, And Detector	D0250	0	42	FALSE
Extra-Oral Posterior Dental Radiographic Image	D0251	0	46	FALSE
Bitewing - Single Radiographic Image	D0270	0	17	FALSE
Bitewings - Two Radiographic Images	D0272	0	25	FALSE
Bitewings - Three Radiographic Images	D0273	0	29	FALSE
Vertical Bitewings - 7 To 8 Radiographic Images	D0277	0	51	FALSE
Sialography	D0310	0	217	FALSE
Temporomandibular Joint Arthrogram, Including Injection	D0320	0	254	FALSE
Other Temporomandibular Joint Radiographic Images, By Report	D0321	0	145	FALSE
Tomographic Survey	D0322	0	217	FALSE
Panoramic Film	D0330	0	68	FALSE
2D Cephalometric Radiographic Image – Acquisition, Measurement And Analysis	D0340	0	65	FALSE
2D Oral/Facial Photographic Image Obtained Intra-Orally Or Extra-Orally	D0350	0	29	FALSE
Collection Of Microorganisms For Culture And Sensitivity	D0415	0	36	FALSE
Viral Culture	D0416	0	24	FALSE
Collection And Preparation Of Genetic Sample Material For Laboratory Analysis And Report	D0422	0	18	FALSE
Genetic Test For Susceptibility To Diseases – Specimen Analysis	D0423	0	179	FALSE
Caries Susceptibility Tests	D0425	0	15	FALSE
Adjunctive Pre-Diagnostic Test That Aids In Detection Of Mucosal Abnormalities Including Premalignant And Malignant Lesions, Not To Include Cytology Or Biopsy Procedures	D0431	0	39	FALSE
Pulp Vitality Tests	D0460	0	26	FALSE
Diagnostic Casts	D0470	0	52	FALSE
Accession Of Tissue, Gross Examination, Preparation And Transmission Of Written Report	D0472	0	49	FALSE
Accession Of Tissue, Gross And Microscopic Examination, Preparation And Transmission Of Written Report	D0473	0	56	FALSE
Accession Of Tissue, Gross And Microscopic Examination, Including Assessment Of Surgical Margins For Presence Of Disease, Preparation And Transmission Of Written Report	D0474	0	61	FALSE
Decalcification Procedure	D0475	0	31	FALSE
Special Stains For Microorganisms	D0476	0	30	FALSE
Special Stains, Not For Microorganisms	D0477	0	40	FALSE
Immunohistochemical Stains	D0478	0	37	FALSE
Tissue In-Situ Hybridization, Including Interpretation	D0479	0	54	FALSE
Accession Of Exfoliative Cytologic Smears, Microscopic Examination, Preparation And Transmission Of Written Report	D0480	0	45	FALSE
Electron Microscopy	D0481	0	117	FALSE
Direct Immunofluorescence	D0482	0	42	FALSE
Indirect Immunofluorescence	D0483	0	42	FALSE
Consultation On Slides Prepared Elsewhere	D0484	0	63	FALSE
Consultation, Including Preparation Of Slides From Biopsy Material Supplied By Referring Source	D0485	0	87	FALSE
Laboratory Accession Of Transepithelial Cytologic Sample, Microscopic Examination, Preparation And Transmission Of Written Report	D0486	0	106	FALSE
Other Oral Pathology Procedures, By Report	D0502	0	83	FALSE
Topical Fluoride Varnish (Age 15 and Older)	D1206	0	27	FALSE
Nutritional Counseling For Control Of Dental Disease	D1310	0	18	FALSE
Tobacco Counseling For The Control And Prevention Of Oral Disease	D1320	0	17	FALSE
Oral Hygiene Instructions	D1330	0	26	FALSE
Protective Sealant / Tooth	D1351	0	30	FALSE
Space Maintainer - Fixed, Unilateral – Per Quadrant	D1510	0	198	FALSE
Space Maintainer - Removable, Unilateral - Per Quadrant	D1520	0	209	FALSE
Re-Cement Or Re-Bond Space Maintainer	D1550	0	40	FALSE
Removal Of Fixed Space Maintainer	D1555	0	33	FALSE
1 Surface Silver Filling For Primary Or Permanent Tooth	D2140	0	72	FALSE
Amalgam - Two Surfaces, Primary Or Permanent	D2150	0	87	FALSE
Amalgam - Three Surfaces, Primary Or Permanent	D2160	0	106	FALSE
Amalgam - Four Or More Surfaces, Primary Or Permanent	D2161	0	123	FALSE
1 Surface White Filling For U Or L Front Tooth	D2330	0	86	FALSE
Resin-Based Composite - Two Surfaces, Anterior	D2331	0	108	FALSE
Resin-Based Composite - Three Surfaces, Anterior	D2332	0	125	FALSE
Resin-Based Composite - Four Or More Surfaces Or Involving Incisal Angle (Anterior)	D2335	0	150	FALSE
Resin-Based Composite Crown, Anterior	D2390	0	162	FALSE
Resin-Based Composite - One Surface, Posterior	D2391	0	99	FALSE
Resin-Based Composite - Two Surfaces, Posterior	D2392	0	127	FALSE
Resin-Based Composite - Three Surfaces, Posterior	D2393	0	154	FALSE
Resin-Based Composite - Four Or More Surfaces, Posterior	D2394	0	166	FALSE
Gold Foil - One Surface	D2410	0	179	FALSE
Gold Foil - Two Surfaces	D2420	0	261	FALSE
Gold Foil - Three Surfaces	D2430	0	313	FALSE
Inlay - Metallic - One Surface	D2510	0	405	FALSE
Inlay - Metallic - Two Surfaces	D2520	0	495	FALSE
Inlay - Metallic - Three Or More Surfaces	D2530	0	592	FALSE
Onlay - Metallic - Two Surfaces	D2542	0	584	FALSE
Onlay - Metallic - Three Surfaces	D2543	0	708	FALSE
Onlay - Metallic - Four Or More Surfaces	D2544	0	688	FALSE
Inlay - Porcelain/Ceramic - One Surface	D2610	0	476	FALSE
Inlay - Porcelain/Ceramic - Two Surfaces	D2620	0	531	FALSE
Inlay - Porcelain/Ceramic - Three Or More Surfaces	D2630	0	624	FALSE
Onlay - Porcelain/Ceramic - Two Surfaces	D2642	0	635	FALSE
Onlay - Porcelain/Ceramic - Three Surfaces	D2643	0	687	FALSE
Onlay - Porcelain/Ceramic - Four Or More Surfaces	D2644	0	712	FALSE
Inlay - Resin-Based Composite - One Surface	D2650	0	404	FALSE
Inlay - Resin-Based Composite - Two Surfaces	D2651	0	444	FALSE
Inlay - Resin-Based Composite - Three Or More Surfaces	D2652	0	504	FALSE
Onlay - Resin-Based Composite - Two Surfaces	D2662	0	563	FALSE
Onlay - Resin-Based Composite - Three Surfaces	D2663	0	600	FALSE
Onlay - Resin-Based Composite - Four Or More Surfaces	D2664	0	621	FALSE
Crown - Resin-Based Composite (Indirect)	D2710	0	305	FALSE
Crown - ¾ Resin-Based Composite (Indirect)	D2712	0	296	FALSE
Crown - Resin With High Noble Metal	D2720	0	487	FALSE
Crown - Resin With Predominantly Base Metal	D2721	0	436	FALSE
Crown - Resin With Noble Metal	D2722	0	457	FALSE
Single Crown - Porcelain/Ceramic	D2740	0	759	FALSE
Single Crown - Porcelain On High Noble Metal	D2750	0	745	FALSE
Crown - Porcelain Fused To Predominantly Base Metal	D2751	0	650	FALSE
Single Crown - Porcelain On Noble Metal	D2752	0	704	FALSE
Crown - 3/4 Cast High Noble Metal	D2780	0	733	FALSE
Crown - 3/4 Cast Predominantly Base Metal	D2781	0	644	FALSE
Crown - 3/4 Cast Noble Metal	D2782	0	697	FALSE
Crown - 3/4 Porcelain/Ceramic	D2783	0	751	FALSE
Crown - Full Cast High Noble Metal	D2790	0	728	FALSE
Crown - Full Cast Predominantly Base Metal	D2791	0	620	FALSE
Crown - Full Cast Noble Metal	D2792	0	685	FALSE
Crown - Titanium And Titanium Alloys	D2794	0	742	FALSE
Provisional Crown– Further Treatment Or Completion Of Diagnosis Necessary Prior To Final Impression	D2799	0	194	FALSE
Re-Cement Or Re-Bond Inlay, Onlay, Veneer Or Partial Coverage Restoration	D2910	0	48	FALSE
Re-Cement Or Re-Bond Indirectly Fabricated Or Prefabricated Post And Core	D2915	0	46	FALSE
Re-Cement Or Re-Bond Crown	D2920	0	49	FALSE
Prefabricated Porcelain/Ceramic Crown – Primary Tooth	D2929	0	173	FALSE
Prefabricated Stainless Steel Crown - Primary Tooth	D2930	0	151	FALSE
Prefabricated Stainless Steel Crown - Permanent Tooth	D2931	0	163	FALSE
Prefabricated Resin Crown	D2932	0	173	FALSE
Prefabricated Stainless Steel Crown With Resin Window	D2933	0	188	FALSE
Prefabricated Esthetic Coated Stainless Steel Crown - Primary Tooth	D2934	0	175	FALSE
Protective Restoration	D2940	0	49	FALSE
Core Build-Up With Pins	D2950	0	123	FALSE
Pin Retention - Per Tooth, In Addition To Restoration	D2951	0	38	FALSE
Post And Core In Addition To Crown, Indirectly Fabricated	D2952	0	254	FALSE
Each Additional Indirectly Fabricated Post - Same Tooth	D2953	0	71	FALSE
Prefabricated Post And Core In Addition To Crown	D2954	0	175	FALSE
Post Removal	D2955	0	127	FALSE
Each Additional Prefabricated Post - Same Tooth	D2957	0	18	FALSE
Labial Veneer (Resin Laminate) - Chairside	D2960	0	292	FALSE
Labial Veneer (Resin Laminate) - Laboratory	D2961	0	455	FALSE
Labial Veneer (Porcelain Laminate) - Laboratory	D2962	0	623	FALSE
Coping	D2975	0	271	FALSE
Crown Repair Necessitated By Restorative Material Failure	D2980	0	138	FALSE
Pulp Cap - Direct (Excluding Final Restoration)	D3110	0	50	FALSE
Pulp Cap - Indirect (Excluding Final Restoration)	D3120	0	44	FALSE
Therapeutic Pulpotomy (Excluding Final Restoration) - Removal Of Pulp Coronal To The Dentinocemental Junction And Application Of Medicament	D3220	0	92	FALSE
Pulpal Debridement, Primary And Permanent Teeth	D3221	0	75	FALSE
Pulpal Therapy (Resorbable Filling) - Anterior, Primary Tooth (Excluding Final Restoration)	D3230	0	136	FALSE
Pulpal Therapy (Resorbable Filling) - Posterior, Primary Tooth (Excluding Final Restoration)	D3240	0	158	FALSE
Root Canal Treatment - Front Tooth	D3310	0	440	FALSE
Root Canal Treatment - Bicuspid	D3320	0	517	FALSE
Root Canal Treatment - Molar	D3330	0	668	FALSE
Treatment Of Root Canal Obstruction; Non-Surgical Access	D3331	0	131	FALSE
Incomplete Endodontic Therapy; Inoperable, Unrestorable Or Fractured Tooth	D3332	0	200	FALSE
Internal Root Repair Of Perforation Defects	D3333	0	166	FALSE
Retreatment Of Previous Root Canal Therapy - Anterior	D3346	0	582	FALSE
Retreatment Of Previous Root Canal Therapy - Premolar	D3347	0	637	FALSE
Retreatment Of Previous Root Canal Therapy - Molar	D3348	0	781	FALSE
Apexification/Recalcification – Initial Visit (Apical Closure / Calcific Repair Of Perforations, Root Resorption, Etc.)	D3351	0	175	FALSE
Apexification/Recalcification – Interim Medication Replacement	D3352	0	97	FALSE
Apexification/Recalcification - Final Visit (Includes Completed Root Canal Therapy - Apical Closure/Calcific Repair Of Perforations, Root Resorption, Etc.)	D3353	0	267	FALSE
Apicoectomy - Anterior	D3410	0	411	FALSE
Apicoectomy - Premolar (First Root)	D3421	0	489	FALSE
Apicoectomy - Molar (First Root)	D3425	0	534	FALSE
Apicoectomy (Each Additional Root)	D3426	0	251	FALSE
Retrograde Filling - Per Root	D3430	0	121	FALSE
Root Amputation - Per Root	D3450	0	248	FALSE
Endodontic Endosseous Implant	D3460	0	737	FALSE
Intentional Reimplantation (Including Necessary Splinting)	D3470	0	365	FALSE
Surgical Procedure For Isolation Of Tooth With Rubber Dam	D3910	0	111	FALSE
Hemisection (Including Any Root Removal), Not Including Root Canal Therapy	D3920	0	251	FALSE
Canal Preparation And Fitting Of Preformed Dowel Or Post	D3950	0	97	FALSE
Gingivectomy Or Gingivoplasty - Four Or More Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4210	0	308	FALSE
Gingivectomy Or Gingivoplasty - One To Three Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4211	0	131	FALSE
Anatomical Crown Exposure – Four Or More Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4230	0	455	FALSE
Anatomical Crown Exposure – One To Three Teeth Or Tooth Bounded Spaces Per Quadrant	D4231	0	318	FALSE
Gingival Flap Procedure, Including Root Planing - Four Or More Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4240	0	353	FALSE
Gingival Flap Procedure, Including Root Planing - One To Three Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4241	0	233	FALSE
Apically Positioned Flap	D4245	0	368	FALSE
Clinical Crown Lengthening – Hard Tissue	D4249	0	416	FALSE
Osseous Surgery (Including Elevation Of A Full Thickness Flap And Closure) – Four Or More Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4260	0	659	FALSE
Osseous Surgery (Including Elevation Of A Full Thickness Flap And Closure) – One To Three Contiguous Teeth Or Tooth Bounded Spaces Per Quadrant	D4261	0	421	FALSE
Bone Replacement Graft - Retained Natural Tooth - First Site In Quadrant	D4263	0	313	FALSE
Bone Replacement Graft – Retained Natural Tooth – Each Additional Site In Quadrant	D4264	0	209	FALSE
Biologic Materials To Aid In Soft And Osseous Tissue Regeneration	D4265	0	172	FALSE
Guided Tissue Regeneration - Resorbable Barrier, Per Site	D4266	0	304	FALSE
Guided Tissue Regeneration - Nonresorbable Barrier, Per Site (Includes Membrane Removal)	D4267	0	326	FALSE
Surgical Revision Procedure, Per Tooth	D4268	0	269	FALSE
Pedicle Soft Tissue Graft Procedure	D4270	0	456	FALSE
Autogenous Connective Tissue Graft Procedure (Including Donor And Recipient Surgical Sites) First Tooth, Implant, Or Edentulous Tooth Position In Graft	D4273	0	546	FALSE
Mesial/Distal Wedge Procedure, Single Tooth (When Not Performed In Conjunction With Surgical Procedures In The Same Anatomical Area)	D4274	0	197	FALSE
Non-Autogenous Connective Tissue Graft (Including Recipient Site And Donor Material) First Tooth, Implant, Or Edentulous Tooth Position In Graft	D4275	0	539	FALSE
Combined Connective Tissue And Double Pedicle Graft, Per Tooth	D4276	0	605	FALSE
Autogenous Connective Tissue Graft Procedure (Including Donor And Recipient Surgical Sites) – Each Additional Contiguous Tooth, Implant Or Edentulous Tooth Position In Same Graft Site	D4283	0	251	FALSE
Non-Autogenous Connective Tissue Graft Procedure (Including Recipient Surgical Site And Donor Material) – Each Additional Contiguous Tooth, Implant Or Edentulous Tooth Position In Same Graft Site	D4285	0	251	FALSE
Provisional Splinting - Intracoronal	D4320	0	174	FALSE
Provisional Splinting - Extracoronal	D4321	0	135	FALSE
Perio Scaling And Root Planing (4 Or More Teeth Per Quadrant)	D4341	0	141	FALSE
Perio Scaling And Root Planing (1 to 3 Teeth Per Quadrant)	D4342	0	88	FALSE
Full Mouth Debridement To Enable A Comprehensive Oral Evaluation And Diagnosis On A Subsequent Visit	D4355	0	74	FALSE
Localized Delivery Of Antimicrobial Agents Via A Controlled Release Vehicle Into Diseased Crevicular Tissue, Per Tooth	D4381	0	65	FALSE
Regular Cleaning Following Periodontic Procedure	D4910	0	77	FALSE
Unscheduled Dressing Change (By Someone Other Than Treating Dentist Or Their Staff)	D4920	0	34	FALSE
Full Upper Denture	D5110	0	890	FALSE
Complete Denture - Mandibular	D5120	0	890	FALSE
Immediate Denture - Maxillary	D5130	0	940	FALSE
Immediate Denture - Mandibular	D5140	0	940	FALSE
Maxillary Partial Denture – Resin Base (Including, Retentive/Clasping Materials, Rests, And Teeth)	D5211	0	637	FALSE
Mandibular Partial Denture – Resin Base (Including, Retentive/Clasping Materials, Rests, And Teeth)	D5212	0	637	FALSE
Maxillary Partial Denture - Cast Metal Framework With Resin Denture Bases (Including Retentive/Clasping Materials, Rests And Teeth)	D5213	0	1015	FALSE
Mandibular Partial Denture - Cast Metal Framework With Resin Denture Bases (Including Retentive/Clasping Materials, Rests And Teeth)	D5214	0	1015	FALSE
Immediate Maxillary Partial Denture - Resin Base (Including Retentive/Clasping Materials, Rests And Teeth)	D5221	0	642	FALSE
Immediate Mandibular Partial Denture - Resin Base (Including Retentive/Clasping Materials, Rests And Teeth)	D5222	0	642	FALSE
Immediate Mandibular Partial Denture - Cast Metal Framework With Resin Denture Bases (Including Retentive/Clasping Materials, Rests And Teeth)	D5224	0	1034	FALSE
Maxillary Partial Denture - Flexible Base (Including Any Clasps, Rests And Teeth)	D5225	0	930	FALSE
Mandibular Partial Denture - Flexible Base (Including Any Clasps, Rests And Teeth)	D5226	0	930	FALSE
Adjust Complete Denture - Maxillary	D5410	0	43	FALSE
Adjust Complete Denture - Mandibular	D5411	0	45	FALSE
Adjust Partial Denture - Maxillary	D5421	0	44	FALSE
Adjust Partial Denture - Mandibular	D5422	0	44	FALSE
Replace Missing Or Broken Teeth - Complete Denture (Each Tooth)	D5520	0	98	FALSE
Repair Or Replace Broken Retentive Clasping Materials – Per Tooth	D5630	0	143	FALSE
Replace Broken Teeth - Per Tooth	D5640	0	85	FALSE
Add Tooth To Existing Partial Denture	D5650	0	116	FALSE
Add Clasp To Existing Partial Denture	D5660	0	151	FALSE
Replace All Teeth And Acrylic On Cast Metal Framework (Maxillary)	D5670	0	418	FALSE
Replace All Teeth And Acrylic On Cast Metal Framework (Mandibular)	D5671	0	418	FALSE
Rebase Complete Maxillary Denture	D5710	0	306	FALSE
Rebase Complete Mandibular Denture	D5711	0	304	FALSE
Rebase Maxillary Partial Denture	D5720	0	287	FALSE
Rebase Mandibular Partial Denture	D5721	0	288	FALSE
Reline Complete Maxillary Denture (Chairside)	D5730	0	171	FALSE
Reline Complete Mandibular Denture (Chairside)	D5731	0	171	FALSE
Reline Maxillary Partial Denture (Chairside)	D5740	0	156	FALSE
Reline Mandibular Partial Denture (Chairside)	D5741	0	157	FALSE
Reline Complete Maxillary Denture (Laboratory)	D5750	0	269	FALSE
